date,zone,site,plot,pit,spp,sex,rcap,toe_num,SV_length,total_length,weight,tail,pc
11/8/89,M,WELL,B,5,UTST,F,N,1003,36,115,2,W,0
11/8/89,M,WELL,B,7,UTST,M,R,333,NA,NA,5,W,0
11/8/89,M,WELL,B,7,UTST,F,R,332,38,100,2,W,0
11/8/89,M,WELL,B,8,UTST,F,N,1010,36,97,2,W,0
11/8/89,M,WELL,B,9,UTST,F,R,99,40,117,3,W,1
11/8/89,M,WELL,B,10,UTST,F,N,1013,26,29,1,B,0
11/8/89,M,WELL,B,11,UTST,F,N,1014,40,100,3,W,0
11/8/89,M,WELL,B,13,UTST,M,N,1020,40,78,2,B,0
11/8/89,M,WELL,B,14,UTST,M,N,1015,40,101,4,W,0
11/8/89,M,WELL,B,16,UTST,F,N,1011,38,93,2,B,0
11/8/89,M,WELL,B,16,UTST,F,N,1012,40,104,3,W,0
11/8/89,T,EAST,B,1,UTST,F,R,433,45,100,5,B,0
11/8/89,T,EAST,B,3,UTST,F,R,351,46,116,4,W,0
11/8/89,T,EAST,B,4,UTST,F,R,5,48,115,5,W,0
11/8/89,T,EAST,B,10,UTST,F,R,215,48,51,4,B,0
11/8/89,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/89,C,CALI,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/89,C,GRAV,D,8,UTST,M,N,1042,50,144,3,W,0
11/15/89,C,GRAV,D,12,UTST,F,R,234,41,108,3,W,0
11/15/89,C,GRAV,D,14,UTST,F,N,1041,36,100,2,W,0
11/15/89,C,SAND,B,8,UTST,F,N,1043,43,113,3,W,0
11/15/89,C,SAND,B,11,UTST,F,N,1044,38,101,1,W,0
11/15/89,C,SAND,B,16,UTST,F,N,1045,47,115,4,W,0
11/15/89,C,SAND,C,10,UTST,F,R,245,36,72,2,B,0
11/15/89,G,BASN,B,16,UTST,J,N,1050,23,61,1,W,0
11/15/89,G,IBPE,A,2,UTST,F,N,1055,40,105,3,W,0
11/15/89,G,IBPE,A,11,UTST,F,R,212,44,115,3,W,0
11/15/89,G,IBPE,A,13,UTST,F,N,1100,38,56,2,B,0
11/15/89,G,IBPE,A,16,UTST,F,N,1101,39,110,2,W,0
11/15/89,G,IBPE,C,4,UTST,F,N,1051,44,121,2,W,0
11/15/89,G,IBPE,C,6,UTST,F,R,514,46,122,3,W,0
11/15/89,G,IBPE,C,12,UTST,F,N,99,39,85,2,B,1
11/15/89,G,IBPE,C,15,UTST,J,N,1052,26,66,1,W,0
11/15/89,G,IBPE,C,15,UTST,J,N,1053,26,73,1,W,0
11/15/89,G,IBPE,C,16,UTST,F,R,550,38,71,2,B,0
11/15/89,M,EAST,B,2,UTST,F,R,351,45,117,3,W,0
11/15/89,M,RABB,A,8,UTST,F,R,1032,38,100,2,W,0
11/15/89,M,RABB,A,8,UTST,NA,NA,NA,NA,NA,NA,NA,1
11/15/89,M,RABB,A,9,UTST,F,N,1112,40,106,2,W,0
11/15/89,M,RABB,A,9,UTST,M,R,403,47,122,4,W,0
11/15/89,M,RABB,C,4,UTST,M,R,125,45,122,NA,W,1
11/15/89,M,RABB,C,12,UTST,F,N,1111,39,105,2,W,0
11/15/89,M,WELL,B,2,UTST,M,R,1033,44,120,3,W,0
11/15/89,M,WELL,B,4,UTST,M,N,1102,37,100,2,W,0
11/15/89,M,WELL,B,5,UTST,M,N,1103,45,123,3,W,0
11/15/89,M,WELL,B,6,UTST,F,R,99,26,34,1,B,1
11/15/89,M,WELL,B,7,UTST,F,R,1004,38,105,2,W,0
11/15/89,M,WELL,B,15,UTST,F,N,1105,37,101,2,W,0
11/15/89,M,WELL,B,15,UTST,F,R,410,40,62,2,B,0
11/15/89,M,WELL,B,15,UTST,M,N,1110,46,110,4,W,0
11/15/89,M,WELL,B,16,UTST,M,N,1104,46,120,3,W,0
11/15/89,T,EAST,B,8,UTST,F,N,1113,36,106,1,W,0
11/15/89,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,C,SAND,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,M,RABB,C,13,UTST,F,N,1114,43,114,2,W,0
1/4/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,T,EAST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/4/90,T,WEST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,C,SAND,B,16,UTST,F,R,325,49,134,5,W,0
1/11/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
1/11/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,C,CALI,A,12,COTE,J,N,2,35,75,2,W,0
3/24/90,C,GRAV,D,5,CNIN,J,N,11,38,56,1,B,0
3/24/90,C,GRAV,D,7,UTST,M,R,3000,51,146,5,W,1
3/24/90,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,C,SAND,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/24/90,G,IBPE,A,3,CNIN,M,N,10,54,145,4,B,1
3/24/90,G,IBPE,A,5,UTST,F,N,1122,36,99,3,W,0
3/24/90,G,IBPE,A,8,UTST,F,N,1121,45,109,3,W,0
3/24/90,G,IBPE,C,1,UTST,F,N,1123,42,99,3,B,0
3/24/90,G,IBPE,C,3,UTST,F,R,500,42,98,3,B,1
3/24/90,G,IBPE,C,7,UTST,F,N,1124,36,96,2,W,0
3/24/90,G,IBPE,C,15,UTST,F,R,555,41,111,3,W,0
3/24/90,M,RABB,A,2,UTST,M,R,5112,44,121,4,W,0
3/24/90,M,RABB,C,9,UTST,F,R,1022,44,117,3,W,0
3/24/90,M,RABB,C,13,UTST,F,N,1114,45,122,4,W,0
3/24/90,M,RABB,C,16,UTST,M,N,1115,49,142,5,W,0
3/24/90,M,WELL,B,2,UTST,M,N,1120,51,123,5,B,0
3/24/90,T,EAST,B,3,UTST,M,N,30,52,135,5,W,1
3/24/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/30/90,C,CALI,A,1,UTST,F,N,1143,50,127,5,W,0
3/30/90,C,CALI,A,8,UTST,M,R,425,51,140,5,W,0
3/30/90,C,CALI,A,8,UTST,F,R,431,48,125,3,W,0
3/30/90,C,CALI,A,10,UTST,F,R,305,48,128,4,W,0
3/30/90,C,GRAV,D,4,UTST,F,R,435,45,121,4,W,0
3/30/90,C,SAND,C,12,UTST,M,N,1142,39,101,2,W,0
3/30/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/30/90,G,IBPE,A,3,UTST,F,N,1135,46,118,4,B,0
3/30/90,G,IBPE,A,4,UTST,M,N,1134,47,121,4,W,0
3/30/90,G,IBPE,A,6,UTST,M,N,1140,47,60,4,B,0
3/30/90,G,IBPE,A,14,CNIN,F,N,11,42,119,2,B,0
3/30/90,G,IBPE,C,6,UTST,F,N,1141,43,79,3,B,0
3/30/90,G,IBPE,C,10,CNIN,F,N,12,58,178,4,W,0
3/30/90,M,RABB,A,12,UTST,F,N,1131,43,114,3,W,0
3/30/90,M,RABB,C,16,UTST,F,R,1524,46,125,3,W,0
3/30/90,M,WELL,B,3,UTST,M,R,410,45,111,2,B,0
3/30/90,M,WELL,B,4,UTST,J,N,1132,35,94,1,W,0
3/30/90,M,WELL,B,13,UTST,F,N,1133,41,70,2,B,0
3/30/90,T,EAST,B,1,UTST,F,N,1125,53,131,6,W,0
3/30/90,T,EAST,B,10,UTST,F,N,1130,46,116,4,W,0
3/30/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/20/90,C,CALI,A,6,COTE,J,N,4,37,77,2,W,0
4/20/90,C,CALI,A,13,COTE,F,N,3,63,136,7,W,0
4/20/90,C,CALI,A,14,CNTI,F,N,401,49,169,4,W,0
4/20/90,C,GRAV,D,4,COTE,M,N,5,73,162,14,W,0
4/20/90,C,GRAV,D,6,CNNE,F,N,12,51,157,3,W,0
4/20/90,C,GRAV,D,11,CNNE,F,N,13,44,144,2,W,0
4/20/90,C,SAND,B,12,UTST,F,N,1442,42,110,3,W,0
4/20/90,C,SAND,C,1,UTST,F,N,1441,50,129,5,W,0
4/20/90,G,BASN,B,2,HOMA,F,N,4,44,88,3,W,0
4/20/90,G,IBPE,A,6,UTST,F,N,1443,48,118,3,W,1
4/20/90,G,IBPE,C,1,CNIN,F,N,11,56,175,4,W,0
4/20/90,M,RABB,A,6,UTST,F,R,1435,46,120,4,W,0
4/20/90,M,RABB,A,7,CNNE,F,N,13,52,182,4,W,0
4/20/90,M,RABB,A,15,UTST,M,N,1440,46,124,4,B,0
4/20/90,M,RABB,C,5,SCUN,M,N,12,63,185,10,W,0
4/20/90,M,RABB,C,7,HOMA,F,N,3,59,133,7,W,0
4/20/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/20/90,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/20/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,C,CALI,A,8,UTST,F,N,4000,46,81,5,B,1
4/27/90,C,CALI,A,11,COTE,F,R,3,61,134,9,W,0
4/27/90,C,CALI,A,12,COTE,M,N,10,73,173,14,W,0
4/27/90,C,CALI,A,13,CNTI,NA,NA,NA,NA,NA,NA,NA,1
4/27/90,C,GRAV,D,13,CNIN,NA,NA,NA,NA,NA,NA,NA,1
4/27/90,C,SAND,B,14,CNTI,F,N,401,85,309,23,W,0
4/27/90,C,SAND,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,G,BASN,B,14,HOMA,F,N,5,39,78,1,W,0
4/27/90,G,IBPE,A,3,CNIN,F,N,12,44,155,3,W,0
4/27/90,G,IBPE,A,7,CNIN,J,N,13,52,156,4,W,0
4/27/90,G,IBPE,C,4,CNIN,J,N,14,50,130,4,B,0
4/27/90,G,IBPE,C,16,UTST,F,N,1444,43,117,3,W,0
4/27/90,M,RABB,A,NA,HOMA,F,N,4,59,120,7,W,0
4/27/90,M,RABB,C,NA,HOMA,M,R,3,59,128,8,W,0
4/27/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
4/27/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
5/21/90,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,C,GRAV,D,3,CNTI,F,R,345,84,286,17,W,0
5/21/90,C,SAND,B,16,CNTI,F,N,405,89,302,25,W,0
5/21/90,C,SAND,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,G,BASN,B,10,CNTI,M,N,404,74,243,16,W,0
5/21/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/21/90,M,RABB,C,2,CNTI,F,R,400,76,285,21,W,0
5/21/90,M,RABB,C,5,CNTI,M,N,403,87,320,28,W,0
5/21/90,M,WELL,C,14,UTST,M,NA,NA,NA,NA,NA,NA,1
5/21/90,T,EAST,B,8,CNTI,M,R,320,89,312,25,W,1
5/21/90,T,EAST,B,9,CNTI,M,R,323,83,285,19,W,0
5/21/90,T,WEST,A,7,CNTI,F,N,402,86,340,25,B,0
5/24/90,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
5/24/90,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,C,SAND,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,G,IBPE,A,3,UTST,F,N,1445,41,104,4,W,0
5/24/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/24/90,M,WELL,B,5,UTST,F,N,1450,46,112,4,W,0
5/24/90,M,WELL,B,5,UTST,NA,NA,NA,NA,NA,NA,NA,1
5/24/90,T,EAST,B,8,CNTI,M,N,411,84,295,19,W,0
5/24/90,T,EAST,B,12,CNTI,F,R,311,101,305,33,W,0
5/24/90,T,WEST,A,12,CNTI,F,N,410,84,290,19,W,0
5/28/90,C,CALI,A,1,EUOB,F,R,50,108,123,29,B,0
5/28/90,C,CALI,A,4,COTE,M,N,15,50,107,4,W,0
5/28/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/28/90,C,SAND,B,12,CNTI,M,N,412,101,259,28,B,0
5/28/90,C,SAND,B,16,CNTE,F,N,30,70,211,10,W,0
5/28/90,G,BASN,B,14,HOMA,F,N,5,46,93,3,W,0
5/28/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/28/90,G,IBPE,C,2,EUOB,F,N,10,94,193,19,W,0
5/28/90,G,IBPE,C,4,CNTI,F,N,413,82,281,19,W,0
5/28/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/28/90,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/28/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
5/28/90,T,EAST,B,5,CNTI,F,N,415,83,310,25,W,0
5/28/90,T,EAST,B,13,UTST,F,R,20,51,106,5,W,1
5/28/90,T,WEST,A,3,SCUN,F,N,13,68,170,11,W,0
6/1/90,C,CALI,A,3,CNTI,M,R,240,92,275,28,B,0
6/1/90,C,CALI,A,3,CNTI,M,N,425,90,333,26,W,0
6/1/90,C,CALI,A,9,CNTI,F,R,301,85,275,22,B,0
6/1/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/1/90,C,SAND,B,3,CNNE,M,N,14,52,180,4,W,0
6/1/90,C,SAND,B,8,CNTI,F,R,241,85,310,24,W,0
6/1/90,C,SAND,C,7,UTST,F,R,4330,43,122,5,W,0
6/1/90,C,SAND,C,11,CNTI,M,N,424,95,325,28,W,0
6/1/90,G,BASN,B,8,CNTI,F,R,245,85,173,17,B,0
6/1/90,G,BASN,B,10,CNIN,M,N,15,58,170,5,B,0
6/1/90,G,IBPE,A,8,CNTI,J,N,423,47,87,3,B,0
6/1/90,G,IBPE,A,9,CNTI,F,N,422,101,320,24,W,0
6/1/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/1/90,M,RABB,A,12,CNTI,F,N,421,74,240,15,W,0
6/1/90,M,RABB,C,13,SCUN,F,N,14,58,130,5,W,0
6/1/90,M,WELL,B,8,UTST,F,N,1451,43,110,3,W,0
6/1/90,T,EAST,B,15,CNTI,F,N,420,85,280,24,B,0
6/1/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/90,C,CALI,A,8,UTST,F,N,1454,46,146,4,W,0
6/19/90,C,CALI,A,15,CNTI,F,R,425,88,312,26,W,0
6/19/90,C,SAND,B,5,CNTI,F,R,401,90,330,24,W,0
6/19/90,C,SAND,C,14,UTST,J,N,NA,20,40,1,W,0
6/19/90,G,IBPE,A,4,HOMA,F,N,10,51,95,3,W,0
6/19/90,G,IBPE,A,7,UTST,M,N,1453,48,58,4,B,0
6/19/90,M,RABB,A,9,CNTI,M,N,433,90,306,27,W,0
6/19/90,M,RABB,C,10,CNTI,F,N,432,65,232,12,W,1
6/19/90,T,EAST,B,12,CNTI,F,N,431,72,205,11,B,0
6/19/90,T,WEST,A,14,CNTI,M,N,434,76,280,19,W,0
6/22/90,C,SAND,B,1,UTST,M,NA,NA,NA,NA,NA,NA,1
6/22/90,C,SAND,C,10,UTST,J,N,NA,20,45,NA,NA,0
6/22/90,C,SAND,C,13,UTST,J,N,NA,21,46,NA,NA,0
6/22/90,G,IBPE,C,9,CNIN,F,NA,20,51,194,3,W,0
6/22/90,M,RABB,A,3,SCUN,F,N,20,50,125,4,W,0
6/22/90,M,RABB,C,10,CNTI,M,N,435,67,264,13,W,0
6/22/90,M,RABB,C,15,SCUN,F,N,15,62,156,11,W,0
6/22/90,M,WELL,B,13,UTST,M,NA,NA,NA,NA,NA,NA,1
6/22/90,T,EAST,B,8,CNTI,NA,NA,NA,NA,NA,NA,NA,0
6/22/90,T,WEST,A,3,PHCO,F,N,5,75,105,32,W,1
6/25/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/90,C,GRAV,D,8,UTST,J,N,NA,20,50,NA,W,0
6/26/90,C,SAND,B,NA,UTST,J,N,NA,21,50,NA,W,0
6/26/90,C,SAND,B,NA,UTST,J,N,NA,21,50,NA,W,0
6/26/90,C,SAND,B,NA,UTST,J,N,NA,21,50,NA,W,0
6/26/90,C,SAND,B,6,UTST,F,N,1500,43,50,4,B,0
6/26/90,C,SAND,B,16,CNTI,M,N,441,89,211,25,B,0
6/26/90,C,SAND,C,1,UTST,J,N,NA,21,50,NA,W,0
6/26/90,C,SAND,C,3,UTST,J,N,NA,21,50,NA,W,0
6/26/90,C,SAND,C,13,UTST,J,N,NA,21,50,NA,W,0
6/26/90,C,SAND,C,13,UTST,M,R,142,48,125,3,W,0
6/26/90,G,BASN,B,5,CNIN,J,N,NA,NA,NA,NA,NA,1
6/26/90,G,BASN,B,14,HOMA,M,N,11,54,125,6,W,1
6/26/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/90,G,IBPE,C,2,CNIN,F,N,22,65,240,9,W,0
6/26/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/90,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/26/90,T,EAST,B,4,UTST,M,N,1455,41,114,3,W,0
6/26/90,T,EAST,B,7,CNTI,F,N,440,68,280,19,W,0
6/26/90,T,EAST,B,10,CNIN,F,N,21,60,95,3,B,0
6/26/90,T,EAST,B,16,CNTI,NA,NA,NA,NA,NA,NA,NA,0
6/26/90,T,EAST,B,16,CNTI,M,R,323,80,279,18,W,1
6/26/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,C,CALI,A,14,UTST,NA,N,NA,21,52,NA,W,0
6/29/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,C,SAND,B,7,CNTE,F,N,31,64,195,7,W,0
6/29/90,C,SAND,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,G,BASN,B,9,PHCO,F,N,12,85,125,40,W,0
6/29/90,G,BASN,B,13,CNTI,NA,NA,NA,NA,NA,NA,NA,1
6/29/90,G,BASN,B,14,UTST,M,R,11,55,125,4,W,0
6/29/90,G,BASN,B,15,PHCO,F,NA,11,81,121,31,W,0
6/29/90,G,BASN,B,16,UTST,J,N,NA,20,50,NA,W,0
6/29/90,G,IBPE,A,10,CNIN,M,R,4,48,148,2,W,0
6/29/90,G,IBPE,A,12,UTST,F,N,1501,41,95,2,W,0
6/29/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/29/90,T,EAST,B,8,PHCO,M,N,10,65,110,29,W,0
6/29/90,T,EAST,B,11,CNTI,NA,NA,443,NA,NA,NA,W,1
6/29/90,T,WEST,A,5,CNTI,M,N,442,93,325,29,W,0
7/17/90,C,CALI,A,1,COTE,F,NA,NA,NA,NA,NA,NA,1
7/17/90,M,RABB,A,7,UTST,J,N,NA,22,52,NA,W,0
7/17/90,M,RABB,A,12,UTST,J,N,NA,20,50,NA,W,0
7/17/90,M,RABB,C,13,UTST,J,N,NA,20,50,NA,W,0
7/20/90,C,GRAV,D,12,COTE,J,N,NA,30,60,NA,W,0
7/20/90,C,SAND,B,8,UTST,J,N,NA,30,70,NA,W,0
7/20/90,G,IBPE,A,2,UTST,J,N,NA,30,40,NA,B,0
7/20/90,G,IBPE,C,16,UTST,J,N,NA,30,60,NA,W,0
7/20/90,M,RABB,A,8,UTST,J,N,NA,30,60,NA,W,0
7/20/90,M,RABB,A,10,UTST,J,N,NA,30,60,NA,W,0
7/20/90,M,RABB,C,15,CNTI,M,N,454,70,80,16,W,0
7/20/90,M,WELL,B,11,UTST,J,N,NA,40,70,NA,W,0
7/20/90,T,EAST,B,12,CNTI,M,N,444,71,266,16,W,0
7/24/90,C,CALI,A,5,UTST,J,N,NA,25,55,NA,W,0
7/24/90,C,CALI,A,11,COTE,F,R,11,57,122,5,W,0
7/24/90,C,SAND,B,12,UTST,F,N,1503,47,97,4,W,0
7/24/90,C,SAND,B,13,UTST,J,N,NA,35,65,NA,W,0
7/24/90,C,SAND,C,12,CNTI,F,N,455,73,280,13,W,0
7/24/90,G,IBPE,C,10,UTST,J,N,NA,25,55,NA,W,0
7/24/90,M,RABB,A,9,UTST,J,N,NA,20,50,NA,W,0
7/24/90,M,RABB,A,12,UTST,J,N,NA,35,65,NA,W,0
7/24/90,M,RABB,C,13,UTST,J,N,NA,25,55,NA,W,0
7/24/90,M,WELL,B,11,UTST,J,N,NA,30,60,NA,W,0
7/24/90,M,WELL,B,15,UTST,J,N,NA,35,65,NA,W,0
7/24/90,T,EAST,B,3,CNTI,F,R,440,80,305,18,W,0
7/24/90,T,WEST,A,5,UTST,F,N,1502,60,111,6,W,0
7/27/90,C,CALI,A,15,CNIN,F,N,23,58,195,10,W,0
7/27/90,C,GRAV,D,9,CNTI,F,R,354,92,140,21,W,0
7/27/90,C,GRAV,D,13,CNIN,F,N,1,61,170,6,W,0
7/27/90,C,SAND,B,11,UTST,J,N,NA,30,65,NA,W,0
7/27/90,G,IBPE,A,9,UTST,J,N,NA,35,70,NA,W,0
7/27/90,M,RABB,A,2,UTST,J,N,NA,32,68,NA,W,0
7/27/90,M,RABB,A,5,UTST,J,N,NA,20,45,NA,W,0
7/27/90,M,RABB,A,15,UTST,J,N,NA,35,70,NA,W,0
7/27/90,M,RABB,C,3,UTST,J,N,NA,35,80,NA,W,1
7/27/90,M,WELL,B,12,CNNE,F,N,2,54,190,6,W,0
7/27/90,T,EAST,B,12,UTST,M,N,NA,35,95,2,W,1
8/14/90,C,GRAV,A,4,UTST,J,N,NA,26,69,1,W,0
8/14/90,C,GRAV,D,3,UTST,J,N,1505,37,90,1,W,0
8/14/90,C,GRAV,D,11,COTE,J,N,NA,30,62,1,W,0
8/14/90,C,SAND,C,15,UTST,J,N,1504,36,110,2,W,0
8/14/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/90,M,RABB,C,8,UTST,J,NA,NA,26,68,NA,W,0
8/14/90,M,RABB,C,10,CNIN,J,NA,NA,NA,NA,NA,W,0
8/14/90,M,WELL,B,6,UTST,J,NA,NA,30,76,NA,W,0
8/14/90,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/14/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/90,C,CALI,A,8,UTST,J,N,NA,38,116,2,W,0
8/17/90,C,GRAV,D,10,CNNE,F,N,NA,63,194,4,W,0
8/17/90,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/90,C,SAND,C,2,CNTE,J,N,NA,46,157,3,W,0
8/17/90,M,RABB,A,1,CNIN,J,N,NA,38,127,2,W,0
8/17/90,M,RABB,A,7,UTST,J,N,NA,34,95,2,W,0
8/17/90,M,RABB,A,13,UTST,J,N,NA,31,86,1,W,0
8/17/90,M,RABB,C,8,UTST,J,N,NA,NA,NA,NA,NA,1
8/17/90,M,WELL,B,7,EUOB,F,N,5,98,136,25,W,0
8/17/90,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/17/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/90,C,CALI,A,2,UTST,F,NA,NA,40,110,NA,B,1
8/21/90,C,CALI,A,11,COTE,F,R,3,60,75,8,B,0
8/21/90,C,GRAV,D,2,UTST,J,N,NA,41,110,NA,W,0
8/21/90,C,SAND,B,3,UTST,M,N,1510,50,135,4,W,0
8/21/90,C,SAND,C,2,UTST,M,N,NA,35,90,NA,W,0
8/21/90,C,SAND,C,12,UTST,F,N,NA,45,124,NA,W,0
8/21/90,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/90,G,IBPE,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/90,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/90,M,RABB,A,15,CNIN,J,N,NA,45,120,NA,W,1
8/21/90,M,RABB,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/90,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/21/90,T,EAST,B,13,UTST,F,N,NA,45,85,NA,W,0
8/21/90,T,EAST,B,13,UTST,M,N,NA,41,115,NA,W,0
8/21/90,T,EAST,B,15,CNTI,F,N,355,70,220,17,B,1
8/21/90,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/24/90,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
